# vim92.tsv: what vim 9.2 says every one of these patterns matches.
#
# Generated by testdata/regex/extract. Do not edit by hand; add a case to
# testdata/regex/extract/cases.go and regenerate:
#
#	go run ./testdata/regex/extract
#
# Oracle: /opt/homebrew/bin/vim - VIM - Vi IMproved 9.2 (2026 Feb 14, compiled Apr 08 2026 05:28:52), Included patches: 1-321
#
# Columns, tab separated, five of them:
#
#	1 pattern       the vim pattern
#	2 input         the string it was run against
#	3 match-start   byte offset of the match, -1 for no match
#	4 match-text    the text that matched, empty when there was none
#	5 tag           empty, or "refused"
#
# Tabs, newlines, carriage returns, escapes and backslashes in columns 1, 2 and
# 4 are written \t \n \r \e \\ so that every row is one line.
#
# A row tagged "refused" is a pattern vim runs and pvim will not: the test
# asserts that internal/regex returns the error type for that atom, and column 3
# and 4 record what vim did with it so that the day the atom gets an
# implementation the expectation is already written down.
#
# How the rows were sourced, and this is the part that matters when a row looks
# wrong:
#
#	generated/classes     312 rows  every character class against twelve probe characters, generated
#	generated/atoms       204 rows  one row per behaviour of every atom the translator handles, generated
#	generated/refused      30 rows  the atoms pvim refuses; vim's answer is recorded, the test asserts the error type
#	hand/vimrc             26 rows  every regex in ~/.vimrc, by hand
#	total                 572 rows
#
# Two sources are not here, and both are absences rather than omissions:
#
#   - vim's own test suite. test_regexp_latin.vim and test_regexp_utf8.vim
#     carry a few hundred triples, and neither is on this machine: the Homebrew
#     macvim 9.2.0321 formula installs the runtime files and not src/testdir,
#     /opt/homebrew/share/vim is empty, and a search of the filesystem found
#     nothing. If a vim source tree ever appears, its triples belong in a
#     section of their own here.
#
#   - the four nofrils colourscheme files. They were read and they contain no
#     regular expressions at all: 130 hi lines, four if/exists guards and two
#     function bodies that call :hi, and not one pattern between them. There is
#     nothing to extract.
#
# Two things about the oracle itself, because they decide which rows can exist:
#
#   - vim answers through match() and matchstr() over a String, where a line
#     break is an ordinary character. In a buffer it is not: there, "." and the
#     negated classes stop at the end of a line and "^" and "$" anchor to one.
#     So rows whose input contains a line break are only here when both readings
#     give the same answer, which is the \_ forms, \n and the collections. The
#     line-break behaviour of "." and of the anchors is asserted directly in
#     internal/regex's own tests instead.
#
#   - the script runs :s/x/bc/ before the first case, so "~" expands to "bc".
#     Compile the rows with Options{LastSubstitute: "bc"} and everything else
#     zero: 'ignorecase' and 'smartcase' are off and 'magic' is on, which is
#     what --clean gives and what the script sets explicitly anyway.
#
# section: generated/classes (312 rows) - every character class against twelve probe characters, generated
\\W	\t	0	\t	
\\W	/	0	/	
\\W	-	0	-	
\\W	#	0	#	
\\W	é	0	é	
\\W	中	0	中	
\\W	Ā	0	Ā	
\\h	a	0	a	
\\h	Z	0	Z	
\\h	5	-1		
\\h	_	0	_	
\\h	 	-1		
\\h	\t	-1		
\\h	/	-1		
\\h	-	-1		
\\h	#	-1		
\\h	é	-1		
\\h	中	-1		
\\h	Ā	-1		
\\H	a	-1		
\\H	Z	-1		
\\H	5	0	5	
\\H	_	-1		
\\H	 	0	 	
\\H	\t	0	\t	
\\H	/	0	/	
\\H	-	0	-	
\\H	#	0	#	
\\H	é	0	é	
\\H	中	0	中	
\\H	Ā	0	Ā	
\\a	a	0	a	
\\a	Z	0	Z	
\\a	5	-1		
\\a	_	-1		
\\a	 	-1		
\\a	\t	-1		
\\a	/	-1		
\\a	-	-1		
\\a	#	-1		
\\a	é	-1		
\\a	中	-1		
\\a	Ā	-1		
\\A	a	-1		
\\A	Z	-1		
\\A	5	0	5	
\\A	_	0	_	
\\A	 	0	 	
\\A	\t	0	\t	
\\A	/	0	/	
\\A	-	0	-	
\\A	#	0	#	
\\A	é	0	é	
\\A	中	0	中	
\\A	Ā	0	Ā	
\\l	a	0	a	
\\l	Z	-1		
\\l	5	-1		
\\l	_	-1		
\\l	 	-1		
\\l	\t	-1		
\\l	/	-1		
\\l	-	-1		
\\l	#	-1		
\\l	é	-1		
\\l	中	-1		
\\l	Ā	-1		
\\L	a	-1		
\\L	Z	0	Z	
\\L	5	0	5	
\\L	_	0	_	
\\L	 	0	 	
\\L	\t	0	\t	
\\L	/	0	/	
\\L	-	0	-	
\\L	#	0	#	
\\L	é	0	é	
\\L	中	0	中	
\\L	Ā	0	Ā	
\\u	a	-1		
\\u	Z	0	Z	
\\u	5	-1		
\\u	_	-1		
\\u	 	-1		
\\u	\t	-1		
\\u	/	-1		
\\u	-	-1		
\\u	#	-1		
\\u	é	-1		
\\u	中	-1		
\\u	Ā	-1		
\\U	a	0	a	
\\U	Z	-1		
\\U	5	0	5	
\\U	_	0	_	
\\U	 	0	 	
\\U	\t	0	\t	
\\U	/	0	/	
\\U	-	0	-	
\\U	#	0	#	
\\U	é	0	é	
\\U	中	0	中	
\\U	Ā	0	Ā	
\\i	a	0	a	
\\i	Z	0	Z	
\\i	5	0	5	
\\i	_	0	_	
\\i	 	-1		
\\i	\t	-1		
\\i	/	-1		
\\i	-	-1		
\\i	#	-1		
\\i	é	0	é	
\\i	中	-1		
\\i	Ā	-1		
\\I	a	0	a	
\\I	Z	0	Z	
\\I	5	-1		
\\I	_	0	_	
\\I	 	-1		
\\I	\t	-1		
\\I	/	-1		
\\I	-	-1		
\\I	#	-1		
\\I	é	0	é	
\\I	中	-1		
\\I	Ā	-1		
\\k	a	0	a	
\\k	Z	0	Z	
\\k	5	0	5	
\\k	_	0	_	
\\k	 	-1		
\\k	\t	-1		
\\k	/	-1		
\\k	-	-1		
\\k	#	-1		
\\k	é	0	é	
\\k	中	0	中	
\\k	Ā	0	Ā	
\\K	a	0	a	
\\K	Z	0	Z	
\\K	5	-1		
\\K	_	0	_	
\\K	 	-1		
\\K	\t	-1		
\\K	/	-1		
\\K	-	-1		
\\K	#	-1		
\\K	é	0	é	
\\K	中	0	中	
\\K	Ā	0	Ā	
\\f	a	0	a	
\\f	Z	0	Z	
\\f	5	0	5	
\\f	_	0	_	
\\f	 	-1		
\\f	\t	-1		
\\f	/	0	/	
\\f	-	0	-	
\\f	#	0	#	
\\f	é	0	é	
\\f	中	0	中	
\\f	Ā	0	Ā	
\\F	a	0	a	
\\F	Z	0	Z	
\\F	5	-1		
\\F	_	0	_	
\\F	 	-1		
\\F	\t	-1		
\\F	/	0	/	
\\F	-	0	-	
\\F	#	0	#	
\\F	é	0	é	
\\F	中	0	中	
\\F	Ā	0	Ā	
\\p	a	0	a	
\\p	Z	0	Z	
\\p	5	0	5	
\\p	_	0	_	
\\p	 	0	 	
\\p	\t	-1		
\\p	/	0	/	
\\p	-	0	-	
\\p	#	0	#	
\\p	é	0	é	
\\p	中	0	中	
\\p	Ā	0	Ā	
\\P	a	0	a	
\\P	Z	0	Z	
\\P	5	-1		
\\P	_	0	_	
\\P	 	0	 	
\\P	\t	-1		
\\P	/	0	/	
\\P	-	0	-	
\\P	#	0	#	
\\P	é	0	é	
\\P	中	0	中	
\\P	Ā	0	Ā	
# section: generated/atoms (204 rows) - one row per behaviour of every atom the translator handles, generated
.	abc	0	a	
a.c	xabcy	1	abc	
\\.	xa.by	2	.	
a*	xaaay	0		
*ab	x*aby	1	*ab	
^*ab	*aby	0	*ab	
\\*	xa*by	2	*	
[abc]	xby	1	b	
\\[abc]	x[abc]y	1	[abc]	
~	xbcy	1	bc	
~\\+	xbcbcy	1	bcbc	
\\~	x~y	1	~	
a^b	xa^by	1	a^b	
^abc	abcx	0	abc	
^abc	xabc	-1		
\\^a	x^ay	1	^a	
abc$	xabc	1	abc	
abc$	abcx	-1		
a$b	xa$by	1	a$b	
\\$a	x$ay	1	$a	
\\(^a\\)	abc	0	a	
\\(^a\\)	xabc	-1		
x\\|^a	abc	0	a	
\\(a$\\)	xa	1	a	
\\(a$\\)b	xab	-1		
a$\\|b	xab	2	b	
a\\+	xaaay	1	aaa	
a\\+	xy	-1		
a\\?	xay	0		
a\\=	xay	0		
ab\\{2}	xabby	1	abb	
ab\\{2,}	xabbbby	1	abbbb	
ab\\{,2}	xabby	1	abb	
ab\\{}	xabbby	1	abbb	
ab\\{2,3\\}	xabbbby	1	abbb	
a\\{-}b	aaab	0	aaab	
a\\{-1,}b	aaab	0	aaab	
a\\{-2}	aaa	0	aa	
a\\{-,2}	aaa	0		
a\\{-2,3}	aaaa	0	aa	
\\(ab\\)\\{2}	xababy	1	abab	
\\(ab\\)\\+	xababy	1	abab	
\\(a\\)\\(b\\)	xaby	1	ab	
\\%(ab\\)\\+	xababy	1	abab	
\\(a\\|b\\)c	xbcy	1	bc	
\\(\\(a\\|b\\)c\\)\\+	xacbcy	1	acbc	
a\\|b	xby	1	b	
foo\\|foobar	xfoobary	1	foo	
foobar\\|foo	xfoobary	1	foobar	
a\\|b\\|	xby	0		
\\(\\)	ab	0		
\\(a\\|ab\\)\\(c\\|bcd\\)	abcd	0	abcd	
\\<foo\\>	a foo b	2	foo	
\\<foo	a foobar b	2	foo	
foo\\>	a barfoo b	5	foo	
\\<\\w\\+\\>	 word 	1	word	
\\<\\I\\i*	 ident9 	1	ident9	
\\<\\h\\w*	 ident9 	1	ident9	
\\t	a\tb	1	\t	
\\e	a\eb	1	\e	
\\r	a\rb	1	\r	
\\n	a\nb	1	\n	
a\\nb	a\nb	0	a\nb	
\\%d65	xAy	1	A	
\\%x41	xAy	1	A	
\\%o101	xAy	1	A	
\\%o40	x y	1	 	
\\%o377	xÿy	1	ÿ	
\\%o570	x/0y	1	/0	
\\%u20ac	x€y	1	€	
\\%U0001f600	x😀y	1	😀	
\\%d65\\+	xAAy	1	AA	
\\%^ab	abc	0	ab	
\\%^b	abc	-1		
a\\%$	xa	1	a	
a\\%$	xay	-1		
\\%^abc\\%$	abc	0	abc	
\\%#=1foo	xfooy	1	foo	
\\%#=2foo	xfooy	1	foo	
\\cFOO	xfooy	1	foo	
\\Cfoo	xFOOy	-1		
\\Cfoo	xfooy	1	foo	
\\cFOO\\C	xfooy	1	foo	
\\Cfoo\\c	xFOOy	1	FOO	
foo\\c	xFOOy	1	FOO	
\\cé	xÉy	1	É	
\\v(a|b)+	xaby	1	ab	
\\vab{2}	xabby	1	abb	
\\v<foo>	a foo b	2	foo	
\\v%(ab)+	xababy	1	abab	
\\v[a-c]+	xabcy	1	abc	
\\v\\.	xa.by	2	.	
\\v\\(	xa(by	2	(	
\\v\\<	xa<by	2	<	
\\v\\$	xa$y	2	$	
\\v\\^	x^y	1	^	
\\va=	xay	0		
\\vab?c	xacy	1	ac	
\\vx{-1,2}	xxxy	0	x	
\\v%^ab	abc	0	ab	
\\v%d65	xAy	1	A	
\\va^b	xa^by	-1		
\\va$b	xa$by	-1		
\\v*ab	x*aby	1	*ab	
\\v~	xbcy	1	bc	
\\v\\{	x{y	1	{	
\\v_	x_y	1	_	
\\v!#,:;'	x!#,:;'y	1	!#,:;'	
\\M.	xa.by	2	.	
\\M\\.	xa.by	0	x	
\\M[abc]	x[abc]y	1	[abc]	
\\M\\[abc]	xby	1	b	
\\Mfoo\\{2}	xfoooy	1	fooo	
\\M^abc	abcx	0	abc	
\\M\\^abc	x^abcy	1	^abc	
\\Mabc$	xabc	1	abc	
\\Ma$b	xa$by	1	a$b	
\\Ma\\|b	xby	1	b	
\\M*	xa*by	2	*	
\\Ma\\*	xaaay	0		
\\Ma*b	xa*by	1	a*b	
\\M\\~	xbcy	1	bc	
\\M~	x~y	1	~	
\\V[abc]	x[abc]y	1	[abc]	
\\V\\[abc]	xby	1	b	
\\V.	xa.by	2	.	
\\V\\.	xaby	0	x	
\\V\\^abc	abc	0	abc	
\\V^abc	x^abcy	1	^abc	
\\V\\$	xa	2		
\\V$	xa$	2	$	
\\Va\\|b	xa|by	1	a	
\\V*	xa*by	2	*	
\\Va\\*	xaaay	0		
\\Va.c	xa.cy	1	a.c	
foo\\Vbar.baz	xfoobar.bazy	1	foobar.baz	
\\vab\\Mcd.ef	xabcd.efy	1	abcd.ef	
abc\\v(d|e)	xabcey	1	abce	
\\Vfoo\\vbar+	xfoobarry	1	foobarr	
\\Ma.b\\mc.d	xa.bcXdy	1	a.bcXd	
[abc]\\+	x abc y	2	abc	
[^abc]\\+	abcxyzabc	3	xyz	
[a-z]\\+	AB cd EF	3	cd	
[A-Za-z0-9_]\\+	 a_9 	1	a_9	
[]abc]	x]y	1	]	
[^]abc]	]x	1	x	
[a-]	x-y	1	-	
[-a]	x-y	1	-	
[a\\]b]	x]y	1	]	
[xyz\\\\]	x\\y	0	x	
[\\d65]	xAy	1	A	
[\\x41]	xAy	1	A	
[\\o101]	xAy	1	A	
[€]	x€y	1	€	
[\\U0001f600]	x😀y	1	😀	
[\\t]	a\tb	1	\t	
[\\e]	a\eb	1	\e	
[\\xyz]	a\\b	1	\\	
[a-c-e]	x-y	1	-	
[abc	x[abcy	1	[abc	
a[	xa[y	1	a[	
[€中]	x中y	1	中	
[^\\d65]	AB	1	B	
[[:alpha:]]\\+	 abc123	1	abc	
[[:digit:]]\\+	 123abc	1	123	
[[:alnum:]]\\+	 a1 	1	a1	
[[:digit:][:upper:]]\\+	 A1b	1	A1	
[[:lower:]]	ABéC	2	é	
[[:upper:]]	abÉc	2	É	
[[:print:]]	é	0	é	
[[:space:]]	ab c	2	 	
[[:blank:]]	ab\tc	2	\t	
[[:punct:]]	ab,c	2	,	
[[:xdigit:]]\\+	 zf9 	2	f9	
[[:graph:]]	 a	1	a	
[[:cntrl:]]	ab	1		
[[:tab:]]	a\tb	1	\t	
[[:return:]]	a\rb	1	\r	
[[:escape:]]	a\eb	1	\e	
[[:backspace:]]	ab	1		
[[:ident:]]	 é	1	é	
[[:keyword:]]	 é	1	é	
[[:fname:]]	 é	1	é	
[-./[:alnum:]_~]\\+	 a-b/c.d_e~f 	1	a-b/c.d_e~f	
[[.a.]]	xay	1	a	
\\_s	a b	1	 	
\\_s	ab\ncd	2	\n	
\\_S	 a 	1	a	
\\_.	ab	0	a	
\\_.\\+	a\nb	0	a\nb	
\\_[ab]\\+	xaby	1	ab	
\\_[ab]\\+	ab\nba	0	ab\nba	
[a\\n]\\+	a\nb	0	a\n	
\\_d\\+	12	0	12	
\\M\\_.	ab	0	a	
\\M\\_[ab]	xay	1	a	
\\M\\_\\[ab]	xay	1	a	
\\V\\_[ab]	xay	1	a	
\\v\\_s	a b	1	 	
\\v\\_.	ab	0	a	
a\\/b	xa/by	1	a/b	
a\\-b	xa-by	1	a-b	
\\Nfoo	xNfooy	1	Nfoo	
5\\+	x55y	1	55	
# section: generated/refused (30 rows) - the atoms pvim refuses; vim's answer is recorded, the test asserts the error type
\\zsfoo	xfooy	1	foo	refused
foo\\zsbar	xfoobary	4	bar	refused
foo\\zebar	xfoobary	1	foo	refused
\\v\\zsfoo	xfooy	1	foo	refused
\\(foo\\)\\@=	foobar	0		refused
\\(foo\\)\\@!	barfoo	0		refused
\\(foo\\)\\@<=bar	foobar	3	bar	refused
\\(foo\\)\\@<!bar	bazbar	3	bar	refused
\\(foo\\)\\@>	foobar	0	foo	refused
\\v(foo)@=	foobar	0		refused
\\v(foo)@<=bar	foobar	3	bar	refused
\\(a\\)\\1	aa	0	aa	refused
\\(a\\)\\(b\\)\\2\\1	abba	0	abba	refused
\\%V	abc	-1		refused
\\%[ab]	xab	0		refused
\\v%[ab]	xab	0		refused
\\%23l	abc	-1		refused
\\%23c	abc	-1		refused
\\%23v	abc	-1		refused
\\%<3l	abc	-1		refused
\\%>3c	abc	3		refused
\\%.lfoo	xfooy	-1		refused
\\%#	abc	-1		refused
\\%'a	abc	-1		refused
a\\&b	ab	-1		refused
\\va&&b	ab	-1		refused
\\Zfoo	xfooy	1	foo	refused
\\z1	aa	-1		refused
\\%C	abc	0		refused
[[=a=]]	xay	1	a	refused
# section: hand/vimrc (26 rows) - every regex in ~/.vimrc, by hand
\\s\\+$	foo   	3	   	
\\s\\+$	foo\t 	3	\t 	
\\s\\+$	foo	-1		
\\s\\+$	   	0	   	
\\s\\+$	  foo  bar	-1		
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/.git	2	.git	
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/.yardoc/b	2	.yardoc	
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/public	-1		
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/public|log	-1		
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/tmp|.hg	-1		
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/.svn	-1		
\\.git$\\|\\.yardoc\\|public$|log\\|tmp|\\.hg|\\.svn$	a/src	-1		
\\.so$\\|\\.dat$|\\.DS_Store|\\.pyc$	libfoo.so	6	.so	
\\.so$\\|\\.dat$|\\.DS_Store|\\.pyc$	x.dat|.DS_Store|.pyc	-1		
\\.so$\\|\\.dat$|\\.DS_Store|\\.pyc$	x.pyc	-1		
\\.so$\\|\\.dat$|\\.DS_Store|\\.pyc$	main.go	-1		
\\~$	foo~	3	~	
\\~$	foo	-1		
\\.pyc$	foo.pyc	3	.pyc	
\\.pyc$	foo.pycx	-1		
\\*NTUSER*	x*NTUSERRR	1	*NTUSERRR	
\\*NTUSER*	x*NTUSE	1	*NTUSE	
\\*ntuser*	x*ntuse	1	*ntuse	
\\NTUSER.DAT	xNTUSERxDAT	1	NTUSERxDAT	
\\ntuser.ini	\ntuserxini	0	\ntuserxini	
\\ntuser.ini	ntuser.ini	-1		
